id,district,area_sqm,bedrooms,living_rooms,bathrooms,floor,total_floors,has_elevator,building_age_years,orientation,decoration,property_type,developer,subway_line,subway_distance_m,school_district_tier,west_lake_distance_m,green_ratio,parking_ratio,management_fee_yuan_per_sqm,listing_date,listing_duration_days,price_adjustments_count,unit_price_yuan_per_sqm,total_price_wan
1294,萧山区,61.1,2,1,2,6,11,1,12,North,精装 (Fine),住宅 (Residential),融创 (Sunac),,713,C,26653,0.29,,4.84,6/1/2024,309,0,31078,189.89
1295,临安区,111.8,4,2,4,7,11,1,14,Southeast,简装 (Simple),住宅 (Residential),,Line 4,499,A,11674,0.35,,7.71,11/3/2024,161,1,19278,215.53
1296,临安区,89.9,3,1,2,23,26,1,0,West,,住宅 (Residential),,Line 10,1162,A,12782,0.29,1.3,,1/30/2024,482,0,25104,225.68
1297,富阳区,95.9,2,1,2,7,11,1,3,,简装 (Simple),住宅 (Residential),保利 (Poly),Line 19,2280,,4614,0.34,1.5,2.78,3/26/2024,460,0,25610,245.6
1298,余杭区,87.1,3,1,3,16,33,1,13,West,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 9,3526,B,5554,0.35,0.65,3.08,12/5/2023,551,3,28090,244.66
1299,临平区,89,3,1,3,7,18,1,4,North,,住宅 (Residential),龙湖 (Longfor),Line 19,140,B,22777,0.4,1.06,,8/16/2023,625,0,31902,283.93
1300,余杭区,105.2,4,2,4,6,26,1,11,East,豪华 (Luxury),住宅 (Residential),绿城 (Greentown),Line 19,1137,B,7717,,0.86,6.07,4/28/2024,353,3,37687,396.47
1301,上城区,78.6,3,2,3,8,26,1,13,Southeast,精装 (Fine),公寓 (Apartment),绿城 (Greentown),,180,C,11943,,0.84,2.46,12/10/2024,172,2,40875,321.28
1302,临平区,87.4,3,1,3,2,26,1,0,,毛坯 (Rough),住宅 (Residential),滨江 (Binjiang),,308,A,6683,0.44,0.94,7.68,11/5/2024,207,3,34579,302.22
1303,钱塘区,83.8,2,3,2,5,6,1,20,Southeast,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),,,C,24640,,1.03,4.8,10/31/2023,522,1,18718,156.86
1304,临平区,70.4,3,1,2,5,11,1,16,Northwest,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 1,904,B,6123,0.36,1.09,1.69,10/1/2024,206,,24128,169.86
1305,拱墅区,136.5,4,1,3,1,6,0,19,Southeast,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 9,146,A,21892,0.42,1.32,6.34,12/3/2023,488,2,45027,614.62
1306,西湖区,145.4,5,1,4,5,18,1,5,Northeast,精装 (Fine),公寓 (Apartment),,Line 1,340,C,11037,0.43,,,7/28/2023,640,0,65301,949.48
1307,富阳区,68.9,1,1,1,8,11,1,32,South,简装 (Simple),住宅 (Residential),,Line 9,315,C,29513,0.31,0.71,5.83,10/18/2023,616,3,13120,90.4
1308,拱墅区,118.9,3,1,2,8,11,1,17,South,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 19,1423,B,17398,0.4,1.07,6.42,11/16/2024,151,0,44519,529.33
1309,上城区,62,1,2,1,24,26,1,21,Southwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 2,573,C,546,0.42,,5.8,5/27/2023,737,3,50655,314.06
1310,临平区,88.3,3,3,2,1,11,1,25,,,住宅 (Residential),华润 (CR Land),Line 10,272,B,,,0.56,7.33,3/1/2023,768,2,16309,144.01
1311,临安区,110.9,3,1,3,16,33,1,1,,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 6,232,A,,,1.23,6.23,10/13/2023,543,0,27017,299.62
1312,临安区,121.5,3,2,3,2,26,1,17,Southeast,毛坯 (Rough),公寓 (Apartment),保利 (Poly),Line 3,,C,28773,0.26,0.67,4.45,3/26/2023,753,,11111,135
1313,临平区,66.1,1,1,1,10,18,1,21,,,住宅 (Residential),,,,,10489,,0.62,,11/28/2024,193,,14026,92.71
1314,滨江区,107.5,3,1,3,16,26,1,,Southeast,,公寓 (Apartment),绿城 (Greentown),Line 9,962,B,4825,0.29,1.39,,12/31/2023,538,0,59900,643.92
1315,西湖区,143.3,4,1,3,16,18,1,16,Southwest,精装 (Fine),商住两用 (Mixed),龙湖 (Longfor),Line 2,1071,B,,0.34,0.79,,11/13/2024,183,0,60196,862.61
1316,临平区,108,3,2,3,6,26,1,13,Southeast,豪华 (Luxury),住宅 (Residential),融创 (Sunac),Line 6,1258,B,21855,0.41,0.85,,2/9/2024,457,0,27766,299.87
1317,富阳区,78.9,3,2,3,23,26,1,10,East,精装 (Fine),住宅 (Residential),保利 (Poly),Line 9,740,C,6558,0.27,1.35,5.73,9/9/2024,266,0,23310,183.92
1318,上城区,91,3,1,2,9,11,1,6,Northeast,,住宅 (Residential),龙湖 (Longfor),Line 16,260,A,1946,,,7.56,7/18/2024,330,0,89798,817.16
1319,西湖区,107.9,3,3,2,6,11,1,18,South,,住宅 (Residential),万科 (Vanke),Line 5,147,C,1923,,1.37,4.02,9/9/2024,226,0,66882,721.66
1320,临安区,137.5,4,2,4,8,11,1,12,East,,住宅 (Residential),绿城 (Greentown),,1495,C,1720,0.34,,7.01,10/10/2024,173,0,25184,346.28
1321,富阳区,139.6,4,1,3,16,26,1,14,West,,住宅 (Residential),,Line 9,,C,21971,0.39,0.68,2.09,7/28/2024,248,0,18231,254.5
1322,上城区,65.4,2,1,1,13,33,1,3,Northeast,毛坯 (Rough),公寓 (Apartment),融创 (Sunac),Line 2,451,B,6305,0.36,0.54,5.33,10/12/2024,206,,46118,301.61
1323,余杭区,81,3,1,2,3,26,1,28,West,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 16,1248,,,0.41,1.34,,8/2/2023,653,1,15524,125.74
1324,萧山区,132.5,3,2,3,6,11,1,30,Southwest,精装 (Fine),别墅 (Villa),融创 (Sunac),Line 4,3845,,,0.36,,6.66,10/31/2023,588,2,30692,406.67
1325,滨江区,102,2,2,1,28,33,1,30,Northwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 19,3374,B,,0.34,1.15,4.75,4/27/2024,338,,32052,326.93
1326,临安区,61.4,1,1,1,11,11,1,8,East,,公寓 (Apartment),,,1361,C,19615,0.27,,1.54,1/25/2023,835,0,15517,95.27
1327,上城区,25,1,1,1,20,26,1,2,Southeast,简装 (Simple),别墅 (Villa),本地开发商 (Local),Line 4,1074,C,811,,1.49,2.59,4/2/2024,392,,80456,201.14
1328,钱塘区,118.8,3,2,2,21,33,1,8,,,住宅 (Residential),绿城 (Greentown),Line 16,579,C,20232,0.29,1.44,6.03,11/23/2024,144,2,31948,379.54
1329,上城区,91.9,2,1,1,6,18,1,,,,公寓 (Apartment),华润 (CR Land),Line 2,393,B,2323,0.38,,3.02,9/27/2024,227,0,62316,572.68
1330,西湖区,59.8,2,1,1,6,11,1,7,Southeast,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 4,2102,C,4973,0.37,1.2,3.41,4/24/2023,795,0,50476,301.85
1331,余杭区,168.7,4,1,4,18,18,1,24,Northeast,,公寓 (Apartment),本地开发商 (Local),,482,,4842,0.36,0.93,7.76,3/22/2023,801,2,27688,467.1
1332,萧山区,43,2,1,1,8,18,1,33,Southeast,毛坯 (Rough),住宅 (Residential),滨江 (Binjiang),Line 10,,C,18773,0.34,0.81,,3/30/2023,817,0,13380,57.53
1333,钱塘区,80,3,1,3,6,18,1,33,East,,商住两用 (Mixed),中海 (COHL),Line 4,248,,1303,0.27,0.9,3.35,3/2/2023,814,1,16633,133.06
1334,西湖区,87.2,3,2,2,1,18,1,21,Northeast,,住宅 (Residential),万科 (Vanke),Line 3,1009,B,2824,0.34,0.62,3.95,5/27/2023,690,,49132,428.43
1335,临平区,66.4,2,1,2,4,26,1,,Southeast,精装 (Fine),商住两用 (Mixed),滨江 (Binjiang),,463,,12030,0.42,,5.15,10/27/2024,174,0,27177,180.46
1336,余杭区,124,3,2,3,5,11,1,5,South,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 19,371,B,17971,,1.45,2.01,3/7/2023,769,2,36753,455.74
1337,萧山区,27.5,1,1,1,21,26,1,7,,,住宅 (Residential),,,1222,C,26472,0.44,0.68,,6/10/2023,745,,29986,82.46
1338,钱塘区,30.5,1,1,1,4,26,1,9,Southeast,毛坯 (Rough),别墅 (Villa),,Line 6,2997,A,17153,,,,6/15/2023,720,0,28732,87.63
1339,临平区,140.6,4,1,3,24,26,1,2,Southwest,简装 (Simple),住宅 (Residential),,Line 7,372,C,7087,0.32,0.75,4.16,5/10/2024,339,2,40566,570.36
1340,余杭区,153.7,4,1,3,15,18,1,13,,毛坯 (Rough),别墅 (Villa),万科 (Vanke),Line 6,233,,28557,0.35,0.96,,7/1/2023,639,0,48014,737.98
1341,临平区,106.3,4,2,4,18,18,1,6,West,毛坯 (Rough),住宅 (Residential),,Line 9,4879,C,7019,0.41,0.63,3.89,2/18/2023,806,0,27434,291.62
1342,滨江区,25,1,1,1,15,26,1,27,Northwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 4,193,C,9089,0.43,0.9,6.16,6/26/2023,653,0,28860,72.15
1343,余杭区,101.1,3,1,3,7,11,1,0,Southwest,简装 (Simple),公寓 (Apartment),绿城 (Greentown),Line 7,207,A,8818,,,7.13,3/20/2023,828,0,41746,422.05
1344,西湖区,100.6,2,2,2,8,26,1,6,Southwest,精装 (Fine),商住两用 (Mixed),华润 (CR Land),Line 1,999,C,12103,0.29,1.49,1.55,12/24/2024,136,1,54848,551.77
1345,临平区,66.5,1,1,1,1,6,0,9,South,毛坯 (Rough),住宅 (Residential),融创 (Sunac),Line 10,265,A,20749,,0.94,,6/29/2024,352,0,22966,152.72
1346,拱墅区,173.5,4,1,4,3,6,0,1,East,简装 (Simple),住宅 (Residential),中海 (COHL),,4140,C,14452,0.3,1.31,5.65,4/28/2023,779,0,49682,861.98
1347,临平区,43.4,2,1,1,8,11,1,17,Northeast,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 19,3896,C,21456,0.29,,,1/26/2024,486,1,20028,86.92
1348,上城区,54.9,2,1,1,15,18,1,4,,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 7,2701,C,5422,,,3.78,1/25/2024,439,0,51100,280.54
1349,临平区,115.7,4,2,3,7,11,1,0,Southeast,豪华 (Luxury),公寓 (Apartment),绿城 (Greentown),Line 3,364,C,2632,0.35,0.64,4.34,8/21/2023,602,1,39528,457.34
1350,富阳区,86.7,3,2,2,7,11,1,6,Southwest,精装 (Fine),别墅 (Villa),,Line 1,187,B,21453,0.35,0.61,4.57,8/25/2023,584,0,33364,289.27
1351,富阳区,69.4,2,1,1,21,26,1,2,,精装 (Fine),住宅 (Residential),,Line 16,3694,A,6260,,0.68,3.42,6/21/2023,710,,23717,164.6
1352,临平区,92.8,2,1,2,2,11,1,1,,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 4,597,,7542,0.26,0.58,4.63,3/31/2023,799,0,28503,264.51
1353,临安区,153.9,5,2,4,4,33,1,32,Northwest,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 7,2354,C,11743,,0.82,4.25,9/6/2024,213,0,11761,181
1354,拱墅区,62.7,1,1,1,5,11,1,5,South,精装 (Fine),公寓 (Apartment),,Line 6,957,C,22271,,0.63,6.12,8/5/2023,684,3,35319,221.45
1355,余杭区,109.6,3,1,2,7,11,1,4,West,豪华 (Luxury),公寓 (Apartment),,Line 2,1347,,4720,0.29,0.81,5.34,8/12/2023,659,,33432,366.41
1356,富阳区,136.6,3,1,2,7,26,1,10,West,,住宅 (Residential),万科 (Vanke),Line 10,788,C,29125,,0.59,,3/20/2023,796,,20488,279.87
1357,余杭区,136.8,3,1,3,6,26,1,2,Northwest,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 3,,B,,0.37,1.18,4.79,2/16/2023,813,2,32143,439.72
1358,上城区,63.5,1,1,1,20,26,1,9,Northeast,,公寓 (Apartment),滨江 (Binjiang),Line 4,1041,B,4009,0.34,0.56,2.4,5/7/2023,713,1,51903,329.58
1359,萧山区,150,5,3,4,11,11,1,3,Northwest,毛坯 (Rough),住宅 (Residential),华润 (CR Land),,2341,,9612,0.41,,3.03,9/18/2023,623,3,36266,543.99
1360,拱墅区,144.5,5,2,4,3,11,1,29,Southwest,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 6,140,C,5412,0.36,1.49,4.46,4/7/2023,764,0,38810,560.8
1361,上城区,127,3,2,2,4,6,1,9,Southeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 16,2797,C,27022,0.34,0.51,6.51,2/2/2023,859,,56246,714.32
1362,临安区,154.8,5,2,4,2,11,1,9,,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 9,2335,B,,0.26,,5.92,3/15/2024,438,0,23667,366.37
1363,拱墅区,99.8,2,1,1,23,26,1,6,Southwest,精装 (Fine),商住两用 (Mixed),万科 (Vanke),Line 1,,B,11785,0.32,,,8/24/2023,592,1,47100,470.06
1364,滨江区,54.6,2,1,1,6,11,1,13,East,简装 (Simple),公寓 (Apartment),融创 (Sunac),Line 1,2567,A,15704,,1.34,,2/1/2023,809,2,34122,186.31
1365,滨江区,134.2,4,2,4,1,26,1,17,South,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 4,571,C,,0.3,,4.46,8/12/2024,267,0,44176,592.84
1366,钱塘区,96.4,2,1,1,20,26,1,17,South,豪华 (Luxury),商住两用 (Mixed),华润 (CR Land),,1356,B,10254,0.32,0.92,,1/30/2024,435,2,26626,256.67
1367,西湖区,98.2,3,1,2,7,11,1,10,Southwest,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 4,1908,C,5027,0.39,0.94,,9/6/2024,228,2,49843,489.46
1368,临安区,175,5,1,4,7,11,1,4,Northeast,精装 (Fine),住宅 (Residential),中海 (COHL),Line 4,2909,C,25051,0.42,,5.24,10/31/2024,231,3,20929,366.26
1369,萧山区,79.1,2,1,2,6,18,1,5,Southeast,精装 (Fine),商住两用 (Mixed),滨江 (Binjiang),Line 3,1135,B,7806,0.36,1.34,,6/23/2024,329,1,32687,258.55
1370,临安区,84.4,3,1,3,4,6,1,24,,,住宅 (Residential),,Line 4,390,C,5264,0.38,0.63,,1/23/2023,871,3,13698,115.61
1371,拱墅区,146.4,5,3,4,24,33,1,27,,精装 (Fine),别墅 (Villa),本地开发商 (Local),,,,,0.36,1.18,2.06,4/9/2023,782,1,52770,772.55
1372,上城区,45,2,1,1,9,11,1,9,South,精装 (Fine),住宅 (Residential),,Line 1,3274,,3307,,,2.69,2/16/2024,494,0,48974,220.38
1373,临平区,105.1,4,1,3,20,26,1,5,,毛坯 (Rough),别墅 (Villa),本地开发商 (Local),Line 6,685,A,15254,0.44,0.84,2.49,3/26/2024,380,0,46244,486.02
1374,滨江区,158,4,2,4,15,18,1,1,South,简装 (Simple),住宅 (Residential),融创 (Sunac),Line 5,2937,C,20275,,0.83,3.08,11/9/2024,179,0,67861,1072.2
1375,拱墅区,124.2,3,1,3,12,26,1,21,,,住宅 (Residential),,Line 9,1330,C,2010,0.42,,2.64,12/25/2024,169,2,39762,493.84
1376,滨江区,84.7,2,1,1,5,18,1,28,South,豪华 (Luxury),住宅 (Residential),绿城 (Greentown),Line 16,223,B,28467,0.41,1.13,6.62,2/4/2023,802,0,36416,308.44
1377,滨江区,61.9,1,1,1,32,33,1,10,Northwest,精装 (Fine),公寓 (Apartment),滨江 (Binjiang),Line 3,1167,,14843,0.45,1.36,3.48,2/21/2024,475,3,43349,268.33
1378,临平区,89.5,2,1,1,8,18,1,4,Southeast,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 19,336,A,28697,,1.28,4.7,10/29/2023,601,,32689,292.57
1379,余杭区,88,2,1,1,32,33,1,7,East,毛坯 (Rough),商住两用 (Mixed),本地开发商 (Local),Line 7,3948,A,5910,0.37,0.84,4.94,10/5/2024,253,0,31424,276.53
1380,富阳区,53.2,1,2,1,8,18,1,2,Southeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 7,4163,B,4838,,0.78,7.34,5/8/2023,750,0,24419,129.91
1381,余杭区,25,1,1,1,12,33,1,17,East,毛坯 (Rough),住宅 (Residential),,,1192,,24510,,1.13,,9/29/2023,612,,15841,39.6
1382,余杭区,170.5,5,2,4,21,26,1,1,,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 4,1001,B,13671,,0.91,3.65,9/3/2023,635,0,51488,877.87
1383,临平区,93.3,3,1,3,9,18,1,31,East,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 1,2123,C,9358,0.41,0.67,7.38,8/1/2023,615,1,17558,163.82
1384,上城区,90.2,3,2,3,2,26,1,12,Northeast,简装 (Simple),公寓 (Apartment),华润 (CR Land),Line 4,125,C,3421,0.26,0.93,,12/8/2023,562,2,45365,409.19
1385,余杭区,120.1,4,1,4,13,33,1,16,,精装 (Fine),住宅 (Residential),,Line 2,976,,10259,0.38,1.38,,3/22/2023,748,0,28153,338.12
1386,滨江区,88.8,2,2,2,25,26,1,28,Southeast,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 19,444,C,27966,0.38,1.35,7.99,11/22/2023,559,0,34528,306.61
1387,钱塘区,114.9,4,2,4,14,18,1,4,Southwest,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 16,575,C,2554,0.44,0.78,6.25,2/14/2024,496,2,35568,408.68
1388,临平区,43,1,1,1,10,11,1,4,Southwest,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 5,331,C,,0.43,,2.56,1/4/2023,840,1,26600,114.38
1389,拱墅区,116.7,3,1,3,2,33,1,12,,,住宅 (Residential),万科 (Vanke),Line 19,2684,C,10917,,1.13,7.31,11/12/2023,567,0,39335,459.04
1390,滨江区,156.9,4,1,4,3,26,1,10,,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 16,622,B,14025,0.27,1.43,,11/19/2024,153,,69593,1091.91
1391,滨江区,128.1,4,2,4,8,18,1,25,,精装 (Fine),别墅 (Villa),本地开发商 (Local),,555,C,17888,0.4,0.76,3.61,7/28/2023,658,0,48541,621.81
1392,滨江区,131.8,3,1,2,12,18,1,0,South,简装 (Simple),住宅 (Residential),融创 (Sunac),,,,22416,0.39,1.27,6.12,5/15/2024,390,1,49948,658.31
1393,余杭区,77.9,2,2,1,4,33,1,25,,,住宅 (Residential),保利 (Poly),Line 7,4290,C,,0.41,1.15,,4/24/2023,755,1,17708,137.95
1394,临安区,58.8,2,1,2,4,18,1,6,Northeast,,住宅 (Residential),绿城 (Greentown),Line 4,3416,C,18214,0.42,,,7/13/2023,660,0,15524,91.28
1395,临安区,75.2,2,3,1,3,11,1,4,,豪华 (Luxury),公寓 (Apartment),华润 (CR Land),Line 9,764,C,22567,0.34,0.65,6.2,4/28/2024,361,0,15367,115.56
1396,西湖区,115.7,4,1,3,7,18,1,2,,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 5,1414,B,20255,0.32,1.21,6.32,4/1/2023,815,2,66009,763.72
1397,上城区,108.2,3,2,3,27,33,1,6,Northeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 7,3832,B,16038,0.32,,3.82,7/25/2024,272,1,58081,628.44
1398,西湖区,84.8,3,1,3,18,33,1,7,Northeast,毛坯 (Rough),住宅 (Residential),万科 (Vanke),Line 1,1124,A,10720,0.31,1.4,3.48,12/7/2024,192,0,64463,546.65
1399,上城区,86.8,3,2,2,9,33,1,4,Southeast,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 4,4528,A,24602,0.39,1.01,,2/16/2024,430,2,56013,486.19
1400,临平区,58.5,2,2,2,13,26,1,,,毛坯 (Rough),住宅 (Residential),保利 (Poly),Line 1,157,B,16116,0.42,1.17,7.02,10/10/2024,217,1,29781,174.22
1401,拱墅区,111.8,3,1,3,7,18,1,3,East,简装 (Simple),住宅 (Residential),绿城 (Greentown),Line 1,,C,,,0.72,,5/29/2023,750,0,47574,531.88
1402,萧山区,129.5,3,1,3,3,33,1,8,,,商住两用 (Mixed),保利 (Poly),,3313,,2178,,0.63,3.22,6/27/2023,666,0,31529,408.3
1403,临平区,25,1,2,1,31,33,1,10,South,精装 (Fine),住宅 (Residential),万科 (Vanke),,822,,,0.4,,6.73,3/22/2024,424,,20706,51.77
1404,萧山区,93.2,3,1,2,4,6,1,13,Southeast,精装 (Fine),公寓 (Apartment),保利 (Poly),Line 6,388,C,11368,0.31,,,9/30/2024,212,0,30414,283.46
1405,临平区,105.9,3,2,3,6,6,1,1,Northeast,简装 (Simple),住宅 (Residential),,Line 19,245,A,586,0.35,0.59,1.8,4/2/2024,373,2,52042,551.12
1406,临安区,37.4,2,1,1,7,18,1,10,Northwest,豪华 (Luxury),公寓 (Apartment),融创 (Sunac),Line 16,1937,,22011,,0.87,2.68,8/26/2024,232,0,11762,43.99
1407,临安区,156.7,5,2,4,15,33,1,5,Northeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),,396,B,1887,0.43,0.84,3.51,2/8/2024,480,0,31093,487.23
1408,富阳区,62.3,1,1,1,17,18,1,13,West,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 9,2457,C,13094,,,,7/10/2023,650,1,21081,131.33
1409,拱墅区,107.8,4,2,4,8,33,1,11,Southeast,精装 (Fine),公寓 (Apartment),华润 (CR Land),Line 2,1093,A,,,0.88,5.33,5/22/2024,377,0,43911,473.36
1410,临平区,157.9,5,1,4,15,33,1,10,,毛坯 (Rough),住宅 (Residential),绿城 (Greentown),Line 4,428,B,22811,,0.54,2.86,12/27/2024,136,1,31533,497.91
1411,拱墅区,73.5,2,2,1,16,26,1,11,Northeast,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 10,,A,29199,,0.97,5.61,5/4/2023,780,0,40044,294.32
1412,临安区,56.9,2,2,1,11,18,1,1,Northwest,精装 (Fine),别墅 (Villa),中海 (COHL),Line 9,1005,B,29368,0.31,1.07,6.19,1/9/2023,818,1,25733,146.42
1413,滨江区,145.8,4,1,3,6,18,1,1,Northeast,精装 (Fine),公寓 (Apartment),绿城 (Greentown),Line 2,1827,,1977,,1.2,3.89,7/8/2024,293,0,65857,960.2
1414,临安区,128.6,3,1,2,18,18,1,2,,豪华 (Luxury),别墅 (Villa),,Line 9,4736,C,13733,0.45,,5.99,11/4/2023,583,0,33123,425.96
1415,余杭区,88.1,3,2,2,8,18,1,6,,简装 (Simple),住宅 (Residential),本地开发商 (Local),,570,,12609,0.38,0.6,,2/11/2023,857,3,28109,247.64
1416,钱塘区,85.8,2,2,2,26,33,1,31,West,精装 (Fine),公寓 (Apartment),中海 (COHL),Line 2,494,C,26149,0.28,0.81,6.48,6/27/2024,321,1,16602,142.45
1417,拱墅区,67.6,1,2,1,2,18,1,0,,豪华 (Luxury),公寓 (Apartment),,,2683,B,9983,0.44,1.36,2.51,12/15/2023,512,1,39326,265.84
1418,西湖区,96.7,3,2,3,14,18,1,7,East,精装 (Fine),住宅 (Residential),中海 (COHL),,838,C,21465,,,,3/26/2023,821,2,53717,519.44
1419,临安区,137.5,3,2,3,33,33,1,2,East,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),,1224,B,15982,0.35,1.4,2.03,10/10/2023,617,1,22261,306.09
1420,富阳区,124.1,4,2,4,17,26,1,20,West,豪华 (Luxury),住宅 (Residential),,Line 5,850,B,14297,0.4,0.98,3.37,9/27/2023,634,2,26558,329.58
1421,滨江区,128.6,3,2,3,14,18,1,12,North,,住宅 (Residential),中海 (COHL),,343,,25193,,,3.16,2/19/2024,494,0,47109,605.82
1422,西湖区,71.9,3,1,2,15,18,1,6,Southwest,精装 (Fine),别墅 (Villa),本地开发商 (Local),,4884,A,,0.4,0.91,,11/6/2024,178,2,83734,602.05
1423,钱塘区,86.9,2,1,1,12,18,1,13,Southwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 7,1345,A,8290,0.38,,3.17,8/8/2023,680,2,33719,293.02
1424,拱墅区,88.9,3,1,3,6,11,1,,Northwest,豪华 (Luxury),住宅 (Residential),中海 (COHL),Line 5,112,,26588,,1.17,4.72,10/31/2024,203,1,51527,458.08
1425,拱墅区,102.1,2,2,1,17,33,1,28,Northeast,豪华 (Luxury),住宅 (Residential),龙湖 (Longfor),Line 2,412,B,3937,0.29,,6.9,8/30/2024,269,1,46812,477.95
1426,西湖区,156.2,4,1,3,32,33,1,20,West,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 19,4421,,5100,0.35,0.51,6.29,2/17/2024,412,0,56037,875.3
1427,上城区,69,1,1,1,7,33,1,3,Northeast,精装 (Fine),住宅 (Residential),保利 (Poly),Line 6,628,A,26809,0.36,0.87,5.75,5/15/2024,389,1,63789,440.14
1428,临安区,102.1,3,1,2,11,18,1,30,Southwest,豪华 (Luxury),公寓 (Apartment),本地开发商 (Local),Line 5,2327,A,15727,,0.51,1.69,9/13/2023,610,,13761,140.5
1429,临平区,78.2,2,1,1,11,11,1,27,South,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 10,723,A,1663,,1.1,3.93,4/20/2023,735,1,26279,205.5
1430,西湖区,61.6,2,1,2,4,6,1,,,,住宅 (Residential),华润 (CR Land),Line 7,1192,C,11592,0.37,0.95,6.56,3/6/2023,844,0,55021,338.93
1431,上城区,54.8,2,1,2,22,26,1,3,,精装 (Fine),住宅 (Residential),本地开发商 (Local),,642,C,19260,0.29,0.95,2.52,12/17/2023,493,,51104,280.05
1432,临平区,162.7,5,1,4,26,26,1,7,,精装 (Fine),住宅 (Residential),中海 (COHL),Line 4,1958,A,,0.42,0.88,7.77,7/20/2023,641,0,38505,626.48
1433,拱墅区,64,1,1,1,7,11,1,0,,豪华 (Luxury),公寓 (Apartment),本地开发商 (Local),Line 2,789,C,10970,0.37,,,9/28/2023,630,1,40260,257.66
1434,临平区,142.7,5,2,4,6,26,1,7,South,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 19,462,,3788,,0.8,2.32,4/5/2024,384,1,32405,462.42
1435,上城区,106.8,3,2,3,4,11,1,8,Northwest,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 10,741,C,9497,0.28,,,3/24/2023,771,0,52412,559.76
1436,拱墅区,73.2,2,1,1,17,33,1,34,South,简装 (Simple),住宅 (Residential),绿城 (Greentown),,177,B,1388,0.43,1.41,6.84,2/9/2024,453,1,46696,341.81
1437,钱塘区,145.5,5,1,4,14,26,1,15,West,,住宅 (Residential),龙湖 (Longfor),Line 7,324,C,24112,0.31,1.4,2.99,3/2/2024,417,,29786,433.39
1438,钱塘区,98,3,1,2,17,18,1,15,Northwest,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 5,450,B,17071,0.35,,7.31,2/15/2024,442,1,25372,248.65
1439,钱塘区,131,4,1,3,3,26,1,6,South,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 5,,,29654,0.38,0.55,2.38,5/13/2024,404,0,26137,342.39
1440,萧山区,74.1,3,1,2,8,33,1,15,,精装 (Fine),住宅 (Residential),保利 (Poly),Line 9,2841,A,2645,0.3,1.41,6.22,1/12/2023,868,0,33059,244.97
1441,西湖区,125,4,3,3,5,33,1,11,,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 9,1107,A,,0.35,,5.57,7/17/2024,347,1,72383,904.79
1442,余杭区,80.5,3,2,2,5,18,1,17,East,精装 (Fine),住宅 (Residential),华润 (CR Land),,220,,5408,0.42,0.8,5.67,4/4/2024,391,3,25080,201.89
1443,余杭区,94,3,2,3,11,18,1,,South,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 5,335,C,9958,,0.59,,9/8/2023,594,0,37871,355.99
